652	1565383386.820922
652	1565383386.9214299
652	1565383387.0220916
652	1565383387.1228156
652	1565383387.2233965
652	1565383387.32404
652	1565383387.4252124
652	1565383387.5258636
651	1565383387.626513
651	1565383387.7272449
651	1565383387.827815
651	1565383387.928461
651	1565383388.0291164
651	1565383388.129771
651	1565383388.230414
651	1565383388.3311555
651	1565383388.4321082
651	1565383388.532691
651	1565383388.633345
651	1565383388.733988
651	1565383388.8346431
651	1565383388.9354672
651	1565383389.0360162
651	1565383389.1366155
651	1565383389.2372599
650	1565383389.338105
642	1565383389.4381685
632	1565383389.5389097
624	1565383389.6396468
619	1565383389.740126
617	1565383389.8407803
615	1565383389.941434
616	1565383390.0420647
617	1565383390.142838
617	1565383390.2435384
617	1565365391.0674415
618	1565383390.4444766
618	1565383390.545118
617	1565383390.6457772
615	1565383390.7466013
614	1565383390.8471866
608	1565383390.9477644
608	1565383391.0484302
608	1565383391.149087
605	1565383391.2497323
601	1565365392.0657527
597	1565383391.4507325
591	1565383391.551339
584	1565383391.6519475
581	1565383391.7526145
581	1565383391.8532608
581	1565383391.9539118
582	1565383392.0548332
583	1565383392.1552014
585	1565383392.255848
589	1565365393.0680387
613	1565383392.458212
633	1565383392.5588639
641	1565383392.6596985
645	1565383392.7603412
649	1565383392.8609807
651	1565383392.9615908
653	1565383393.0621002
655	1565383393.1626081
656	1565383393.2636359
657	1565365394.0762782
658	1565383393.4652271
658	1565383393.5658596
658	1565383393.6665037
659	1565383393.7671566
659	1565383393.8679388
659	1565383393.9686048
658	1565383394.0691373
658	1565383394.1697824
657	1565383394.2704346
657	1565365395.0814245
655	1565383394.469343
653	1565383394.5699627
648	1565383394.6706016
642	1565383394.7712088
635	1565383394.8718786
629	1565383394.9725378
625	1565383395.073295
625	1565383395.1739938
627	1565383395.2745056
630	1565383395.3760328
635	1565383395.476788
642	1565383395.5774202
651	1565383395.678185
656	1565383395.778841
658	1565383395.8794103
660	1565383395.980057
661	1565383396.0807033
661	1565383396.1813598
661	1565383396.282081
661	1565383396.384238
661	1565383396.4847298
661	1565383396.5853858
661	1565383396.686051
661	1565383396.7867067
661	1565383396.8873575
661	1565383396.9880967
661	1565383397.0886729
661	1565383397.1893222
661	1565383397.2899687
661	1565383397.389275
661	1565383397.490061
661	1565383397.5912337
661	1565383397.6913645
662	1565383397.7923424
661	1565383397.8926513
662	1565383397.9933174
662	1565383398.0939748
662	1565383398.1947067
662	1565383398.2952616
661	1565383398.397089
661	1565383398.497869
661	1565383398.598531
661	1565383398.6992037
661	1565383398.799957
661	1565383398.9006238
661	1565383399.0011263
661	1565383399.1018226
661	1565383399.202469
661	1565383399.303118
662	1565383399.401426
661	1565383399.502128
